Date/Time,Seed I/O 3 - Wind Direction (°),Seed I/O 3 - Outdoor RH (%),Seed I/O 3 - Outdoor Temp (°F),Seed I/O 3 - Outdoor PAR (PAR),Seed I/O 3 - Wind Speed (mph),Seed I/O 3 - Precipitation,Outside Weather Station - Zone Temperature (°F),Outside Weather Station - Zone Relative Humidity (%),Outside Weather Station - Zone VPD (kPa),Outside Weather Station - Zone Solar Intensity (PAR),Outside Weather Station - Zone CO2 (ppm),Outside Weather Station - Zone Wind Speed (mph),Outside Weather Station - Zone Wind Direction (°),Outside Weather Station - Zone Outside Precipitation,
1/11/2019 00:15,,,,,,,23.18,71.72,0.12,0.01,,8.76,22.5,,
1/11/2019 00:30,,,,,,,23.49,70.03,0.13,0.01,,3.78,0,,
1/11/2019 00:45,,,,,,,23.44,67.92,0.14,0.01,,3.24,0,,
1/11/2019 01:00,,,,,,,23.23,66.99,0.14,0.01,,12.57,337.5,,
1/11/2019 01:15,,,,,,,22.98,67.71,0.14,0.01,,11.8,337.5,,
1/11/2019 01:30,,,,,,,22.67,68.07,0.13,0.01,,0,22.5,,
1/11/2019 01:45,,,,,,,22.33,69.38,0.13,0.01,,5.98,22.5,,
1/11/2019 02:00,,,,,,,22.05,70.72,0.12,0.01,,16.16,22.5,,
1/11/2019 02:15,,,,,,,21.95,69.96,0.12,0.01,,7.97,0,,
1/11/2019 02:30,,,,,,,21.98,70.65,0.12,0.01,,0,337.5,,
1/11/2019 02:45,,,,,,,21.83,70.91,0.12,0.01,,5.61,337.5,,
1/11/2019 03:00,,,,,,,21.68,68.98,0.12,0.01,,10.5,337.5,,
1/11/2019 03:15,,,,,,,21.47,69.85,0.12,0.01,,0.08,0,,
1/11/2019 03:30,,,,,,,21.16,70.85,0.12,0.01,,13.89,22.5,,
1/11/2019 03:45,,,,,,,20.8,72.35,0.1,0.01,,20.4,0,,
1/11/2019 04:00,,,,,,,20.55,74.3,0.1,0.01,,17.41,22.5,,
1/11/2019 04:15,,,,,,,20.26,73.83,0.1,0.01,,15.26,0,,
1/11/2019 04:30,,,,,,,20.15,71.93,0.11,0.01,,2.38,0,,
1/11/2019 04:45,,,,,,,19.83,71.85,0.1,0.01,,15.05,337.5,,
1/11/2019 05:00,,,,,,,19.64,71.02,0.1,0.01,,10.41,22.5,,
1/11/2019 05:15,,,,,,,19.55,69.99,0.11,0.01,,2.02,22.5,,
1/11/2019 05:30,,,,,,,19.45,69.24,0.11,0.01,,13.24,22.5,,
1/11/2019 05:45,,,,,,,19.39,70.04,0.11,0.01,,1.28,0,,
1/11/2019 06:00,,,,,,,19.23,69.37,0.11,0.01,,1.09,0,,
1/11/2019 06:15,,,,,,,19.26,69.57,0.11,0.01,,8.27,22.5,,
1/11/2019 06:30,,,,,,,19.24,70.57,0.11,0.01,,1.22,22.5,,
1/11/2019 06:45,,,,,,,19.11,69.52,0.11,0.01,,8.65,22.5,,
1/11/2019 07:00,,,,,,,19.12,69.63,0.11,0.01,,0.05,0,,
1/11/2019 07:15,,,,,,,18.87,70.13,0.1,0.01,,12.11,0,,
1/11/2019 07:30,,,,,,,18.79,70.84,0.1,0.01,,1.44,22.5,,
1/11/2019 07:45,,,,,,,18.8,70.28,0.1,0.01,,16.38,22.5,,
1/11/2019 08:00,,,,,,,18.97,69.64,0.11,0.51,,13.32,22.5,,
1/11/2019 08:15,,,,,,,19.1,69.23,0.11,8.06,,4.97,0,,
1/11/2019 08:30,,,,,,,19.24,68.72,0.11,25.26,,3.7,0,,
1/11/2019 08:45,,,,,,,19.55,68.23,0.11,61.61,,1.81,315,,
1/11/2019 09:00,,,,,,,19.69,69.08,0.11,139.46,,0.01,337.5,,
1/11/2019 09:15,,,,,,,19.85,68.31,0.11,104.89,,1.14,337.5,,
1/11/2019 09:30,,,,,,,19.92,68.2,0.11,285.85,,1.68,0,,
1/11/2019 09:45,,,,,,,21.13,65.81,0.14,351.21,,13.06,0,,
1/11/2019 10:00,,,,,,,21.92,65.34,0.14,390.79,,3.12,0,,
1/11/2019 10:15,,,,,,,22.26,62.97,0.15,327.57,,16.8,22.5,,
1/11/2019 10:30,,,,,,,22.76,61.43,0.16,490.95,,5.73,0,,
1/11/2019 10:45,,,,,,,23.46,59.78,0.17,542.6,,19.7,0,,
1/11/2019 11:00,,,,,,,24.26,58.93,0.18,590.4,,13.44,337.5,,
1/11/2019 11:15,,,,,,,24.85,57.68,0.19,631.78,,6.82,22.5,,
1/11/2019 11:30,,,,,,,25.53,56.9,0.2,664.76,,1.08,337.5,,
1/11/2019 11:45,,,,,,,25.9,55.95,0.2,693.44,,4.71,22.5,,
1/11/2019 12:00,,,,,,,26.29,55.06,0.21,721.51,,5.32,22.5,,
1/11/2019 12:15,,,,,,,26.67,54.99,0.22,750.57,,5.57,315,,
1/11/2019 12:30,,,,,,,27.15,54.72,0.23,781.53,,4.29,0,,
1/11/2019 12:45,,,,,,,27.49,54.17,0.23,792.61,,4.96,337.5,,
1/11/2019 13:00,,,,,,,27.79,52.88,0.24,771.94,,6.94,337.5,,
1/11/2019 13:15,,,,,,,27.66,52.66,0.24,774.62,,0.14,315,,
1/11/2019 13:30,,,,,,,27.71,50.49,0.25,744.46,,13.29,22.5,,
1/11/2019 13:45,,,,,,,27.39,50.81,0.25,717.87,,4.6,22.5,,
1/11/2019 14:00,,,,,,,27.94,50,0.25,697.96,,0.8,247.5,,
1/11/2019 14:15,,,,,,,27.71,50.66,0.25,668.65,,1.64,22.5,,
1/11/2019 14:30,,,,,,,27.84,50.4,0.25,635.74,,15.53,0,,
1/11/2019 14:45,,,,,,,28.24,50.55,0.26,596.07,,3.36,0,,
1/11/2019 15:00,,,,,,,28.06,51.89,0.25,548.51,,0.62,337.5,,
1/11/2019 15:15,,,,,,,27.84,51.43,0.25,500.21,,2.76,337.5,,
1/11/2019 15:30,,,,,,,27.39,52.46,0.24,445.9,,0.03,0,,
1/11/2019 15:45,,,,,,,26.96,51.45,0.24,343.58,,12.14,22.5,,
1/11/2019 16:00,,,,,,,25.88,51.43,0.22,215.87,,9.57,22.5,,
1/11/2019 16:15,,,,,,,25.11,51.62,0.22,247.74,,7.52,45,,
1/11/2019 16:30,,,,,,,24.11,53.06,0.21,78.79,,13.16,337.5,,
1/11/2019 16:45,,,,,,,22.94,53.3,0.19,63.51,,5.42,0,,
1/11/2019 17:00,,,,,,,22.46,52.71,0.19,41.43,,0.74,0,,
1/11/2019 17:15,,,,,,,21.85,53.52,0.18,23.7,,0.01,45,,
1/11/2019 17:30,,,,,,,21.06,54.54,0.18,8.31,,0.52,0,,
1/11/2019 17:45,,,,,,,20.48,54.99,0.17,0.61,,11.3,22.5,,
1/11/2019 18:00,,,,,,,20.09,56.8,0.16,0.01,,2.31,22.5,,
1/11/2019 18:15,,,,,,,19.52,57.14,0.15,0.01,,7.88,0,,
1/11/2019 18:30,,,,,,,18.95,57.34,0.15,0.01,,1.93,0,,
1/11/2019 18:45,,,,,,,18.44,57.09,0.15,0.01,,12.15,22.5,,
1/11/2019 19:00,,,,,,,17.73,57.68,0.14,0.01,,7.59,0,,
1/11/2019 19:15,,,,,,,17.32,59.54,0.13,0.01,,2.65,22.5,,
1/11/2019 19:30,,,,,,,16.77,60.41,0.12,0.01,,1.32,0,,
1/11/2019 19:45,,,,,,,16.32,58.84,0.13,0.01,,13,0,,
1/11/2019 20:00,,,,,,,15.8,57.45,0.13,0.01,,10.68,337.5,,
1/11/2019 20:15,,,,,,,15.42,60.43,0.12,0.01,,5.52,0,,
1/11/2019 20:30,,,,,,,14.86,59.99,0.12,0.01,,4.47,0,,
1/11/2019 20:45,,,,,,,14.31,59.37,0.12,0.01,,13.31,22.5,,
1/11/2019 21:00,,,,,,,13.66,55.35,0.12,0.01,,4.98,0,,
1/11/2019 21:15,,,,,,,13,52.86,0.13,0.01,,4.42,22.5,,
1/11/2019 21:30,,,,,,,12.59,54.79,0.12,0.01,,0.01,22.5,,
1/11/2019 21:45,,,,,,,12.34,54.5,0.12,0.01,,13.94,22.5,,
1/11/2019 22:00,,,,,,,12.13,55.49,0.12,0.01,,4.54,22.5,,
1/11/2019 22:15,,,,,,,11.88,57.55,0.11,0.01,,2.91,0,,
1/11/2019 22:30,,,,,,,11.7,57.48,0.11,0.01,,8.51,22.5,,
1/11/2019 22:45,,,,,,,11.75,57.87,0.11,0.01,,7.04,0,,
1/11/2019 23:00,,,,,,,11.59,58.57,0.11,0.01,,0.9,22.5,,
1/11/2019 23:15,,,,,,,11.45,59.84,0.1,0.01,,0.14,315,,
1/11/2019 23:30,,,,,,,11.16,60.49,0.1,0.01,,0,0,,
1/11/2019 23:45,,,,,,,11.03,61.12,0.09,0.01,,0.04,22.5,,
1/12/2019 00:00,,,,,,,10.83,61.75,0.09,0.01,,0,0,,
1/12/2019 00:15,,,,,,,10.85,62.08,0.09,0.01,,0,337.5,,
1/12/2019 00:30,,,,,,,10.6,62.87,0.09,0.01,,0,315,,
1/12/2019 00:45,,,,,,,10.52,63.47,0.09,0.01,,0,0,,
1/12/2019 01:00,,,,,,,10.45,63.58,0.09,0.01,,0.03,337.5,,
1/12/2019 01:15,,,,,,,10.52,63.8,0.09,0.01,,0.05,0,,
1/12/2019 01:30,,,,,,,10.52,63.85,0.09,0.01,,0.01,337.5,,
1/12/2019 01:45,,,,,,,10.52,63.69,0.09,0.01,,0,337.5,,
1/12/2019 02:00,,,,,,,10.49,63.62,0.09,0.01,,0.98,0,,
1/12/2019 02:15,,,,,,,10.55,63.76,0.09,0.01,,0.72,315,,
1/12/2019 02:30,,,,,,,10.49,63.91,0.09,0.01,,0.01,0,,
1/12/2019 02:45,,,,,,,10.44,63.99,0.09,0.01,,0.01,0,,
1/12/2019 03:00,,,,,,,10.45,64.04,0.09,0.01,,0,0,,
1/12/2019 03:15,,,,,,,10.45,64.34,0.09,0.01,,0.01,337.5,,
1/12/2019 03:30,,,,,,,10.36,64.31,0.09,0.01,,0,315,,
1/12/2019 03:45,,,,,,,10.4,64.36,0.09,0.01,,0.03,292.5,,
1/12/2019 04:00,,,,,,,10.4,64.4,0.09,0.01,,0.03,22.5,,
1/12/2019 04:15,,,,,,,10.49,64.38,0.09,0.01,,0.05,337.5,,
1/12/2019 04:30,,,,,,,10.57,64,0.09,0.01,,0,337.5,,
1/12/2019 04:45,,,,,,,10.44,64.4,0.09,0.01,,0,22.5,,
1/12/2019 05:00,,,,,,,10.12,65.91,0.08,0.01,,0,0,,
1/12/2019 05:15,,,,,,,10.04,65.89,0.08,0.01,,0,292.5,,
1/12/2019 05:30,,,,,,,9.94,66.87,0.08,0.01,,0.06,315,,
1/12/2019 05:45,,,,,,,9.99,66.66,0.08,0.01,,0,337.5,,
1/12/2019 06:00,,,,,,,9.88,67.51,0.08,0.01,,0,0,,
1/12/2019 06:15,,,,,,,9.91,68.01,0.07,0.01,,0,22.5,,
1/12/2019 06:30,,,,,,,10,67.79,0.08,0.01,,0,315,,
1/12/2019 06:45,,,,,,,10.08,67.95,0.08,0.01,,0,0,,
1/12/2019 07:00,,,,,,,10.13,67.56,0.08,0.01,,0,0,,
1/12/2019 07:15,,,,,,,10.27,67.51,0.08,0.01,,0,22.5,,
1/12/2019 07:30,,,,,,,10.18,67.59,0.08,0.01,,0,22.5,,
1/12/2019 07:45,,,,,,,10.19,68.25,0.08,0.01,,0,0,,
1/12/2019 08:00,,,,,,,10.07,68.39,0.08,0.82,,0,337.5,,
1/12/2019 08:15,,,,,,,10.08,68.43,0.08,9.69,,0,0,,
1/12/2019 08:30,,,,,,,10.36,68.85,0.08,36.65,,0,315,,
1/12/2019 08:45,,,,,,,11.17,67.53,0.08,82.46,,0,0,,
1/12/2019 09:00,,,,,,,11.97,66.08,0.09,138,,0,337.5,,
1/12/2019 09:15,,,,,,,12.75,63.02,0.1,197.72,,0.85,337.5,,
1/12/2019 09:30,,,,,,,13.67,60.06,0.11,260.39,,11.69,0,,
1/12/2019 09:45,,,,,,,14.45,59.03,0.12,322.05,,0.37,0,,
1/12/2019 10:00,,,,,,,15.28,56.73,0.13,382.48,,0.06,337.5,,
1/12/2019 10:15,,,,,,,15.99,56.8,0.13,441.09,,0.2,22.5,,
1/12/2019 10:30,,,,,,,16.61,54.03,0.14,495.87,,0.72,337.5,,
1/12/2019 10:45,,,,,,,17.53,51.94,0.16,545.51,,0.02,337.5,,
1/12/2019 11:00,,,,,,,18.5,49.45,0.17,592.8,,3.6,22.5,,
1/12/2019 11:15,,,,,,,18.87,48.78,0.18,634.52,,13,0,,
1/12/2019 11:30,,,,,,,19.62,48.46,0.18,671.38,,4.26,337.5,,
1/12/2019 11:45,,,,,,,20.28,48.94,0.19,701.81,,4.66,22.5,,
1/12/2019 12:00,,,,,,,21.12,46.58,0.21,726.24,,10.68,22.5,,
1/12/2019 12:15,,,,,,,21.81,45.1,0.22,745.78,,8.15,0,,
1/12/2019 12:30,,,,,,,22.06,44.96,0.22,758,,15.24,0,,
1/12/2019 12:45,,,,,,,22.58,45.05,0.22,763.82,,6.33,0,,
1/12/2019 13:00,,,,,,,23.44,42.85,0.24,764.88,,12.43,337.5,,
1/12/2019 13:15,,,,,,,23.93,42.11,0.24,758.64,,3,22.5,,
1/12/2019 13:30,,,,,,,24.73,41.24,0.26,747.57,,1.61,315,,
1/12/2019 13:45,,,,,,,24.92,42.05,0.25,730.23,,0,337.5,,
1/12/2019 14:00,,,,,,,25.43,39.67,0.28,704.95,,1.28,0,,
1/12/2019 14:15,,,,,,,26.02,38.83,0.28,675.26,,12.97,0,,
1/12/2019 14:30,,,,,,,25.54,39.51,0.28,639.01,,0.52,22.5,,
1/12/2019 14:45,,,,,,,25.65,40.18,0.28,598.8,,0.04,0,,
1/12/2019 15:00,,,,,,,25.81,38.48,0.28,550.43,,8.36,22.5,,
1/12/2019 15:15,,,,,,,25.5,40.05,0.28,502.17,,6.97,22.5,,
1/12/2019 15:30,,,,,,,25.27,41.03,0.27,448.2,,9.08,0,,
1/12/2019 15:45,,,,,,,24.93,41.68,0.26,388.53,,8.87,22.5,,
1/12/2019 16:00,,,,,,,24.82,42.22,0.26,326.91,,0,0,,
1/12/2019 16:15,,,,,,,24.66,42.9,0.25,266.1,,1.87,0,,
1/12/2019 16:30,,,,,,,23.68,44.68,0.24,85.41,,0,0,,
1/12/2019 16:45,,,,,,,22.86,46.5,0.22,72.11,,5.15,22.5,,
1/12/2019 17:00,,,,,,,22.45,46.56,0.22,49.77,,2.57,0,,
1/12/2019 17:15,,,,,,,22.04,48.12,0.21,27.97,,1.58,22.5,,
1/12/2019 17:30,,,,,,,21.8,48.86,0.2,8.68,,8.23,22.5,,
1/12/2019 17:45,,,,,,,21.49,49.68,0.2,0.47,,0.05,22.5,,
1/12/2019 18:00,,,,,,,21.16,50.54,0.19,0.01,,0,22.5,,
1/12/2019 18:15,,,,,,,20.91,51.01,0.18,0.01,,3.3,22.5,,
1/12/2019 18:30,,,,,,,20.88,51.7,0.18,0.01,,0,22.5,,
1/12/2019 18:45,,,,,,,20.62,52.6,0.18,0.01,,0,0,,
1/12/2019 19:00,,,,,,,20.39,53.7,0.17,0.01,,0.1,315,,
1/12/2019 19:15,,,,,,,19.92,54.78,0.17,0.01,,0.1,0,,
1/12/2019 19:30,,,,,,,19.96,55.09,0.16,0.01,,0.06,22.5,,
1/12/2019 19:45,,,,,,,19.78,56.03,0.16,0.01,,0.17,22.5,,
1/12/2019 20:00,,,,,,,19.31,57,0.16,0.01,,0,22.5,,
1/12/2019 20:15,,,,,,,19.04,57.9,0.15,0.01,,0,0,,
1/12/2019 20:30,,,,,,,18.7,58.51,0.14,0.01,,0.05,0,,
1/12/2019 20:45,,,,,,,18.56,58.62,0.14,0.01,,0,22.5,,
1/12/2019 21:00,,,,,,,17.93,59.9,0.13,0.01,,0,292.5,,
1/12/2019 21:15,,,,,,,17.64,60.84,0.13,0.01,,0,0,,
1/12/2019 21:30,,,,,,,16.99,62.29,0.12,0.01,,0,337.5,,
1/12/2019 21:45,,,,,,,16.73,62.56,0.12,0.01,,0,22.5,,
1/12/2019 22:00,,,,,,,16.62,62.58,0.12,0.01,,0,22.5,,
1/12/2019 22:15,,,,,,,16.51,62.94,0.12,0.01,,0,22.5,,
1/12/2019 22:30,,,,,,,16.16,63.78,0.12,0.01,,0,0,,
1/12/2019 22:45,,,,,,,16,64.61,0.11,0.01,,0,0,,
1/12/2019 23:00,,,,,,,15.97,64.72,0.11,0.01,,0,0,,
1/12/2019 23:15,,,,,,,15.64,65.17,0.1,0.01,,0,0,,
1/12/2019 23:30,,,,,,,15.35,66.41,0.1,0.01,,0,0,,
1/12/2019 23:45,,,,,,,15.26,67.17,0.1,0.01,,0,22.5,,
1/13/2019 00:00,,,,,,,14.99,68.24,0.09,0.01,,0,22.5,,
1/13/2019 00:15,,,,,,,14.85,68.78,0.09,0.01,,0,0,,
1/13/2019 00:30,,,,,,,14.48,69.51,0.09,0.01,,0,22.5,,
1/13/2019 00:45,,,,,,,14,70.04,0.09,0.01,,0,22.5,,
1/13/2019 01:00,,,,,,,13.64,70.95,0.08,0.01,,0,0,,
1/13/2019 01:15,,,,,,,13.29,71.24,0.08,0.01,,0,0,,
1/13/2019 01:30,,,,,,,13.01,72.21,0.07,0.01,,0,22.5,,
1/13/2019 01:45,,,,,,,12.62,72.41,0.07,0.01,,0,337.5,,
1/13/2019 02:00,,,,,,,12.22,74.76,0.07,0.01,,0,22.5,,
1/13/2019 02:15,,,,,,,12.5,74.62,0.07,0.01,,0,0,,
1/13/2019 02:30,,,,,,,12.31,74.73,0.07,0.01,,0,337.5,,
1/13/2019 02:45,,,,,,,12.06,75.59,0.07,0.01,,0,22.5,,
1/13/2019 03:00,,,,,,,12.51,75.96,0.06,0.01,,0,22.5,,
1/13/2019 03:15,,,,,,,13.08,76,0.07,0.01,,0,0,,
1/13/2019 03:30,,,,,,,13.19,76.29,0.07,0.01,,0,22.5,,
1/13/2019 03:45,,,,,,,13.21,76.13,0.07,0.01,,0,22.5,,
1/13/2019 04:00,,,,,,,12.88,78.91,0.06,0.01,,0,45,,
1/13/2019 04:15,,,,,,,12.52,79.16,0.05,0.01,,0,22.5,,
1/13/2019 04:30,,,,,,,12.23,79.19,0.05,0.01,,0,22.5,,
1/13/2019 04:45,,,,,,,11.99,79.19,0.05,0.01,,0,22.5,,
1/13/2019 05:00,,,,,,,11.77,79.83,0.05,0.01,,0,22.5,,
1/13/2019 05:15,,,,,,,11.18,80.86,0.05,0.01,,0,0,,
1/13/2019 05:30,,,,,,,11.03,83.43,0.04,0.01,,0,22.5,,
1/13/2019 05:45,,,,,,,10.87,84.25,0.04,0.01,,0,22.5,,
1/13/2019 06:00,,,,,,,10.85,85.11,0.04,0.01,,0,0,,
1/13/2019 06:15,,,,,,,11.32,84.27,0.04,0.01,,0,22.5,,
1/13/2019 06:30,,,,,,,11.42,84.11,0.04,0.01,,0,45,,
1/13/2019 06:45,,,,,,,11.26,83.94,0.04,0.01,,0,22.5,,
1/13/2019 07:00,,,,,,,11.14,84.58,0.04,0.01,,0,22.5,,
1/13/2019 07:15,,,,,,,10.78,84.46,0.04,0.01,,0,22.5,,
1/13/2019 07:30,,,,,,,10.41,85.44,0.04,0.01,,0,22.5,,
1/13/2019 07:45,,,,,,,10.44,85.84,0.04,0.01,,0,22.5,,
1/13/2019 08:00,,,,,,,10.49,85.22,0.04,0.55,,0,22.5,,
1/13/2019 08:15,,,,,,,10.31,86.6,0.03,8.01,,0,22.5,,
1/13/2019 08:30,,,,,,,10.13,86.87,0.03,26.93,,0,22.5,,
1/13/2019 08:45,,,,,,,10.42,87.32,0.03,61.36,,0,22.5,,
1/13/2019 09:00,,,,,,,11.43,88.4,0.03,133.05,,0,67.5,,
1/13/2019 09:15,,,,,,,13.04,85.5,0.04,199.88,,0,22.5,,
1/13/2019 09:30,,,,,,,14.83,82.14,0.05,262.88,,0,45,,
1/13/2019 09:45,,,,,,,15.98,79.12,0.06,324.51,,0,45,,
1/13/2019 10:00,,,,,,,17.35,75.23,0.08,385.94,,0,22.5,,
1/13/2019 10:15,,,,,,,18.79,72.67,0.1,445.1,,0,22.5,,
1/13/2019 10:30,,,,,,,19.98,68.58,0.11,499.15,,0,22.5,,
1/13/2019 10:45,,,,,,,21.59,67.4,0.13,551.12,,0,67.5,,
1/13/2019 11:00,,,,,,,23.5,64.71,0.15,599.57,,0,22.5,,
1/13/2019 11:15,,,,,,,25.32,58.37,0.19,642.79,,0,45,,
1/13/2019 11:30,,,,,,,27.53,58.67,0.21,679.01,,0,45,,
1/13/2019 11:45,,,,,,,30.11,58.28,0.24,710.36,,0,337.5,,
1/13/2019 12:00,,,,,,,31.53,55.61,0.26,734.26,,0,22.5,,
1/13/2019 12:15,,,,,,,32.41,54.63,0.28,754.65,,0,22.5,,
1/13/2019 12:30,,,,,,,33.42,49.39,0.32,766.55,,0,22.5,,
1/13/2019 12:45,,,,,,,33.31,47.51,0.34,772.9,,0,337.5,,
1/13/2019 13:00,,,,,,,33.83,44.38,0.36,772.95,,0,180,,
1/13/2019 13:15,,,,,,,34.89,44.67,0.37,770.37,,0,67.5,,
1/13/2019 13:30,,,,,,,34.09,41.35,0.39,752.17,,0,0,,
1/13/2019 13:45,,,,,,,33.86,40.36,0.38,735.01,,0,45,,
1/13/2019 14:00,,,,,,,34.02,39.1,0.4,711.81,,0,45,,
1/13/2019 14:15,,,,,,,34.46,39.66,0.41,679.97,,0,22.5,,
1/13/2019 14:30,,,,,,,33.97,38.44,0.4,644.71,,0,135,,
1/13/2019 14:45,,,,,,,34.11,38.03,0.42,605.66,,0,337.5,,
1/13/2019 15:00,,,,,,,34.15,40.85,0.4,561.39,,0,135,,
1/13/2019 15:15,,,,,,,34.07,40.78,0.4,511.33,,0,225,,
1/13/2019 15:30,,,,,,,34.84,43.98,0.38,457.05,,0,135,,
1/13/2019 15:45,,,,,,,34.99,48.03,0.36,398.31,,0,135,,
1/13/2019 16:00,,,,,,,33.94,50.73,0.32,336.62,,0,315,,
1/13/2019 16:15,,,,,,,33.82,50.87,0.31,275.38,,0,270,,
1/13/2019 16:30,,,,,,,32.98,50.26,0.32,84.89,,0,157.5,,
1/13/2019 16:45,,,,,,,30.59,49.76,0.29,72.96,,0,180,,
1/13/2019 17:00,,,,,,,29.29,51.82,0.26,52.56,,0,135,,
1/13/2019 17:15,,,,,,,28.02,55.87,0.23,30.33,,0,315,,
1/13/2019 17:30,,,,,,,26.97,57.37,0.21,9.75,,0,22.5,,
1/13/2019 17:45,,,,,,,25.46,57.94,0.2,0.96,,0,22.5,,
1/13/2019 18:00,,,,,,,24.36,58.8,0.18,0.01,,0,22.5,,
1/13/2019 18:15,,,,,,,24.06,61.74,0.17,0.01,,0,157.5,,
1/13/2019 18:30,,,,,,,23.81,65.87,0.15,0.01,,0,180,,
1/13/2019 18:45,,,,,,,23.7,67.11,0.14,0.01,,0,135,,
1/13/2019 19:00,,,,,,,23.18,69.14,0.13,0.01,,0,157.5,,
1/13/2019 19:15,,,,,,,22.88,70.75,0.12,0.01,,0,67.5,,
1/13/2019 19:30,,,,,,,21.65,72.22,0.11,0.01,,0,22.5,,
1/13/2019 19:45,,,,,,,20.79,74.72,0.1,0.01,,0,22.5,,
1/13/2019 20:00,,,,,,,20.23,77.23,0.09,0.01,,0,22.5,,
1/13/2019 20:15,,,,,,,20,77.17,0.09,0.01,,0,22.5,,
1/13/2019 20:30,,,,,,,19.59,80.34,0.07,0.01,,0,22.5,,
1/13/2019 20:45,,,,,,,19.06,81.16,0.07,0.01,,0,45,,
1/13/2019 21:00,,,,,,,18.7,83.65,0.06,0.01,,0,22.5,,
1/13/2019 21:15,,,,,,,18.31,85.14,0.05,0.01,,0,22.5,,
1/13/2019 21:30,,,,,,,18.22,85.54,0.05,0.01,,0,0,,
1/13/2019 21:45,,,,,,,18.57,83.55,0.06,0.01,,0,22.5,,
1/13/2019 22:00,,,,,,,18.79,83.09,0.06,0.01,,0,22.5,,
1/13/2019 22:15,,,,,,,18.7,82.35,0.06,0.01,,0,22.5,,
1/13/2019 22:30,,,,,,,18.55,82.83,0.06,0.01,,0,22.5,,
1/13/2019 22:45,,,,,,,18.13,83.95,0.06,0.01,,0,22.5,,
1/13/2019 23:00,,,,,,,17.72,84.93,0.05,0.01,,0,22.5,,
1/13/2019 23:15,,,,,,,17.55,85.19,0.05,0.01,,0,22.5,,
1/13/2019 23:30,,,,,,,17.17,86.06,0.05,0.01,,0,22.5,,
1/13/2019 23:45,,,,,,,17.1,86.99,0.05,0.01,,0,22.5,,
1/14/2019 00:00,,,,,,,16.86,87.37,0.04,0.01,,0,45,,
1/14/2019 00:15,,,,,,,16.65,88.34,0.04,0.01,,0,22.5,,
1/14/2019 00:30,,,,,,,16.37,89,0.04,0.01,,0,22.5,,
1/14/2019 00:45,,,,,,,16.29,89.91,0.03,0.01,,0,22.5,,
1/14/2019 01:00,,,,,,,16.09,90.45,0.03,0.01,,0,22.5,,
1/14/2019 01:15,,,,,,,16.02,91.17,0.03,0.01,,0,22.5,,
1/14/2019 01:30,,,,,,,15.95,91.5,0.03,0.01,,0,22.5,,
1/14/2019 01:45,,,,,,,15.91,91.78,0.03,0.01,,0,22.5,,
1/14/2019 02:00,,,,,,,15.8,92.48,0.02,0.01,,0,22.5,,
1/14/2019 02:15,,,,,,,15.73,92.6,0.02,0.01,,0,22.5,,
1/14/2019 02:30,,,,,,,15.63,91.98,0.03,0.01,,0,45,,
1/14/2019 02:45,,,,,,,15.35,92.27,0.02,0.01,,0,22.5,,
1/14/2019 03:00,,,,,,,14.89,94.01,0.02,0.01,,0,22.5,,
1/14/2019 03:15,,,,,,,14.54,95.62,0.01,0.01,,0,22.5,,
1/14/2019 03:30,,,,,,,14.42,95.87,0.01,0.01,,0,45,,
1/14/2019 03:45,,,,,,,14.09,96.3,0.01,0.01,,0,22.5,,
1/14/2019 04:00,,,,,,,14.03,96.61,0.01,0.01,,0,22.5,,
1/14/2019 04:15,,,,,,,14.07,96.49,0.01,0.01,,0,22.5,,
1/14/2019 04:30,,,,,,,13.85,96.6,0.01,0.01,,0,22.5,,
1/14/2019 04:45,,,,,,,13.85,96.96,0.01,0.01,,0,22.5,,
1/14/2019 05:00,,,,,,,13.75,97.08,0.01,0.01,,0,22.5,,
1/14/2019 05:15,,,,,,,13.8,96.91,0.01,0.01,,0,22.5,,
1/14/2019 05:30,,,,,,,13.62,97.61,0.01,0.01,,0,22.5,,
1/14/2019 05:45,,,,,,,13.82,98.01,0.01,0.01,,0,22.5,,
1/14/2019 06:00,,,,,,,13.98,97.11,0.01,0.01,,0,45,,
1/14/2019 06:15,,,,,,,14.08,96.68,0.01,0.01,,0,45,,
1/14/2019 06:30,,,,,,,14.21,97.34,0.01,0.01,,0,22.5,,
1/14/2019 06:45,,,,,,,14.52,95.49,0.01,0.01,,0,22.5,,
1/14/2019 07:00,,,,,,,14.74,93.37,0.02,0.01,,0,22.5,,
1/14/2019 07:15,,,,,,,14.32,93.29,0.02,0.01,,0,22.5,,
1/14/2019 07:30,,,,,,,13.72,95.58,0.01,0.01,,0,22.5,,
1/14/2019 07:45,,,,,,,13.71,96.49,0.01,0.01,,0,45,,
1/14/2019 08:00,,,,,,,13.64,96.68,0.01,0.61,,0,22.5,,
1/14/2019 08:15,,,,,,,13.43,96.56,0.01,8.92,,0,45,,
1/14/2019 08:30,,,,,,,13.37,98.49,0.01,36.43,,0,22.5,,
1/14/2019 08:45,,,,,,,14.63,97.43,0.01,86.7,,0,22.5,,
1/14/2019 09:00,,,,,,,15.94,91.57,0.03,150.56,,0,22.5,,
1/14/2019 09:15,,,,,,,16.54,89.79,0.03,200.85,,0,22.5,,
1/14/2019 09:30,,,,,,,17.13,88.37,0.04,265.79,,0,67.5,,
